Title,IMDB id,Year,Rating,Genre,Top_cast
Gangster,tt6129302,2007,7.8,"Biography, Crime, Drama","['Denzel WashingtonFrank Lucas', 'Russell CroweRichie Roberts', 'Chiwetel EjioforHuey Lucas']"
"LSD: Love, Sex Aur Dhokha",tt0765429,2010,7.2,"Comedy, Crime, Drama","['Nushrratt BharucchaShruti Dahiya(as Nushrat Bharucha)', 'Anshuman JhaRahul Kumar', 'Neha ChauhanRashmi']"
Kismat Konnection,tt1608777,2008,5.3,"Comedy, Drama, Romance","['Shahid KapoorRaj Malhotra', 'Vidya BalanPriya', 'Vishal MalhotraHiten Patel']"
Malamaal Weekly,tt1105733,2006,7,"Comedy, Drama, Romance","[""Paresh RawalLilaram 'Lila'"", ""Om PuriBalwant 'Balu'"", ""Riteish DeshmukhKanhaiya - Chokhey's son(as Ritesh Deshmukh)""]"
Azhar,tt 0476805,2016,5.7,"Biography, Drama, Sport","['Emraan HashmiMohammad Azharuddin', 'Nargis FakhriSangeeta Bijlani', 'Prachi DesaiNaureen']"
Aligarh,tt4906984,2015,7.8,"Biography, Drama","['Manoj BajpayeeProfessor Ramchandra Siras', 'Rajkummar RaoDeepu Sebastian', 'Ashish VidyarthiAdvocate Anand Grover']"
Sangharsh,tt5121000,1999,6.7,"Action, Drama, Crime, Horror, Thriller","Preity G Zinta, Akshay Kumar, Ashutosh Rana"
Total Dhamaal,tt111068,2019,4.2,"Action, Adventure, Comedy","['Ajay DevgnGuddu', 'Anil KapoorAvinash Patel', 'Madhuri DixitBindu Patel']"
Naam Shabana,tt7639372,2017,6.2,"Action, Drama, Thriller","['Taapsee PannuShabana Khan', 'Akshay KumarAjay Singh Rajput', 'Manoj BajpayeeRanvir Singh']"
Hamari Adhuri Kahani,tt6170954,2015,6.7,"Drama, Romance","['Emraan HashmiAarav Ruparel', 'Vidya BalanVasudha', 'Rajkummar RaoHari Prasad(as Raj Kumar Yadav)']"
Thirst,tt3483612,2009,7.1,"Drama, Fantasy, Horror","['Song Kang-hoSang-hyun', 'Kim Ok-binTae-ju(as Kim Ok-vin)', 'Choi Hee-jinNurse Sa(as Hee-jin Choi)']"
Any Body Can Dance 2,tt0762073,2015,5.4,"Biography, Drama, Music","['Prabhu DevaVishnu(as Prabhudheva)', 'Varun DhawanSuresh', 'Shraddha KapoorVinnie']"
Thank You,tt3679000,2005,7.5,"Comedy, Drama","['Aaron EckhartNick Naylor', 'Cameron BrightJoey Naylor', 'Maria BelloPolly Bailey']"
Joker,tt0427944,2002,2.4,"Comedy, Family, Sci-Fi, Thriller","Akshay Kumar, Sonakshi Sinha, Shreyas Talpade"
Qarib Qarib Single,tt7286456,2017,7.1,"Comedy, Romance","Irrfan Khan, Parvathy Thiruvothu, Neha Dhupia"
Ghayal Once Again,tt7399470,2016,6.2,"Action, Crime, Drama","['Sunny DeolAjay Mehra', 'Soha Ali KhanRhea', ""Om PuriACP Joe D'Souza""]"
Chashme Baddoor,tt4683366,2013,5.4,"Comedy, Drama","['Ali ZafarSid', 'SiddharthJai', 'Divyendu SharmaOmi']"
Ferrari Ki Sawaari,tt2229848,2012,6.4,"Comedy, Drama, Family","[""Sharman JoshiRustam 'Rusy' Behram Deboo"", 'Boman IraniBehram Deboo', ""Ritvik SahoreKayoze 'Kayo' Rustam Deboo""]"
Judwaa,tt2122340,2017,3.6,"Action, Comedy","['Varun DhawanRajaâ€¦', 'Jacqueline FernandezAlishka', 'Taapsee PannuSamaara']"
Phas Gaye Re Obama,tt5456546,2010,7.5,"Comedy, Crime, Drama","['Rajat KapoorOm Shastri', 'Neha DhupiaMunni Madame', 'Sanjay MishraBhai Sahab']"
Taal,tt1773015,1999,6.6,"Drama, Musical, Romance","['Akshaye KhannaManav Mehta', 'Anil KapoorVikrant Kapoor', 'Aishwarya Rai BachchanMansi(as Aishwarya Rai)']"
Happy Bhaag Jayegi,tt0152836,2016,6.4,"Comedy, Romance","['Diana PentyHappy', 'Abhay DeolBilal Ahmed', 'Jimmy ShergillDaman Singh Bagga']"
Aarakshan,tt5472758,2011,6.2,"Drama, Thriller","['Amitabh BachchanPrabhakar Anand', 'Saif Ali KhanDeepak Kumar', 'Manoj BajpayeeMithilesh Singh(as Manoj Bajpai)']"
Satyagraha,tt1848771,2013,5.9,Drama,"['Amitabh BachchanDwarka Anand', 'Ajay DevgnManav Raghvendra', 'Manoj BajpayeeBalram Singh(as Manoj Bajpai)']"
Mujhse Dosti Karoge!,tt2275802,2002,5.1,"Comedy, Drama, Family","['Hrithik RoshanRaj Khanna', 'Kareena KapoorTina Kapoor', 'Rani MukerjiPooja Sahani']"
Cheeni Kum,tt0272736,2007,6.8,"Comedy, Drama, Romance","['Amitabh BachchanBuddhadev Gupta', 'TabuNina Verma', 'Paresh RawalVerma']"
Tashan,tt0976026,2008,3.8,"Action, Comedy, Drama","['Akshay KumarBachchan Pandey(as The Akshay Kumar)', ""Saif Ali KhanJeetendra 'Jimmy Cliff' Kumar Makwana(as The Saif Ali Khan)"", ""Kareena KapoorPooja 'Guddiya' Singh(as The Kareena Kapoor)""]"
Bombay Talkies,tt0995752,2013,6.6,Drama,"['Rani MukerjiGayatri', 'Randeep HoodaDev', 'Saqib SaleemAvinash']"
Housefull 4,tt2797242,2019,3.5,"Action, Comedy, Drama, Romance, Fantasy","Akshay Kumar, Booby Deol, Kriti Sanon"
Do Dooni Chaar,tt7721946,2010,7.5,"Comedy, Crime, Drama","['Rishi KapoorSantosh Duggal', 'Neetu SinghKusum Duggal', 'Aditi VasudevPayal Duggal']"
Dil,tt1714832,1998,7.5,"Drama, Romance","['Shah Rukh KhanAmarkanth Varma', 'Manisha KoiralaMeghna', 'Preity G ZintaPreeti Nair(as Preity Zinta)']"
Nil Battey Sannata,tt0164538,2015,8.2,"Drama, Family","['Swara BhaskerChanda Sahay(as Swara Bhaskar)', 'Riya ShuklaApeksha Sahayâ€¦', 'Ratna Pathak ShahDr. Diwan']"
One 2 Ka 4,tt5005684,2001,5.5,"Action, Crime, Drama","['Shah Rukh KhanArun Verma', 'Jackie ShroffJaved Abbas', 'Juhi ChawlaGeeta Choudhary']"
PM Narendra Modi,tt0227194,2019,3,"Biography, Drama","['Vivek OberoiNarendra Modi', 'Barkha BishtJashodaben', 'Boman IraniRatan Tata']"
Bhoothnath Returns,tt9558612,2014,6.5,"Comedy, Drama, Fantasy","['Amitabh BachchanBhoothnath', 'Boman IraniBhau', 'Parth BhaleraoAkhrot(as Parth Shashank Balerao)']"
The 12th Man,tt3531852,2017,7.3,"Drama, History, Thriller","['Thomas GullestadJan Baalsrud', 'Jonathan Rhys MeyersKurt Stage', 'Marie BlokhusGudrun GrÃ¸nvoll']"
Ghanchakkar,tt3300980,2013,5.9,"Comedy, Crime, Thriller","['Emraan HashmiSanjay Atre (Mr. Ghanchakkar)', 'Vidya BalanNeetu Atre (Mrs. Ghanchakkar)', 'Vikram Kochhar']"
Kaal,tt2246724,2005,4.7,"Adventure, Horror, Mystery","['Ajay DevgnKaali Pratap Singh', 'Vivek OberoiDev Malhotra', 'John AbrahamKrish Thapar']"
Hazaaron Khwaishein Aisi,tt0415908,2003,7.9,Drama,"['Kay Kay MenonSiddharth Tyabji', 'Shiney AhujaVikram Malhotra', 'Chitrangda SinghGeeta Rao']"
An Officer and a Gentleman,tt0411469,1982,7,"Drama, Romance","['Richard GereZack Mayo', 'Debra WingerPaula Pokrifki', 'David KeithSid Worley']"
Shaandaar,tt0084434,2015,3.6,"Comedy, Drama, Romance","['Shahid KapoorJagjinder Joginder', 'Alia BhattAlia Arora', 'Pankaj KapurBipin Arora']"
Kurbaan,tt4007558,1991,4.2,"Action, Drama, Romance","Sunil Dutt, Kabir Bedi, Salman Khan"
Angoor,tt1185442,2023,6.7,"Drama, Romance","['Manoj Ahuja', 'Ajay Bafna', 'Bharti Jha']"
Ek Chalis Ki Last Local,tt26940754,2007,7.3,"Adventure, Comedy, Crime","['Abhay DeolNilesh Rastogi', 'Neha DhupiaMadhuâ€¦', 'Amit MistryPatrick']"
The Power of Shakti,tt0995718,2002,6.1,"Action, Drama, Thriller","Karisma Kapoor, Nana Patekar, Sanjay Kapoor"
Biwi No. 1,tt7631058,1999,5.7,"Comedy, Drama, Romance","['Karisma KapoorPooja Mehra', 'Salman KhanPrem Mehra', 'Anil KapoorLakhan']"
Parched,tt0207341,2015,7.5,Drama,"['Tannishtha ChatterjeeRani', 'Radhika ApteLajjo', 'Surveen ChawlaBijli']"
Mera Naam Joker,tt3043252,1970,7.9,"Comedy, Drama","[""Raj KapoorRaj 'Raju' Ranbir"", 'Manoj KumarDavid', 'Simi GarewalMary']"
Akele Hum Akele Tum,tt0066070,1995,6.9,"Drama, Romance","['Aamir KhanRohit Kumar', 'Manisha KoiralaKiran Kumar', ""Master AdilSunil Kumar 'Sonu'""]"
Kaante,tt0112313,2002,6.6,"Action, Crime, Drama","[""Amitabh BachchanYashvardhan 'Major' Rampal"", ""Sanjay DuttJay 'Ajju' Rehan"", 'Suniel ShettyMarc Issak(as Sunil Shetty)']"
Mere Dad Ki Maruti,tt0294662,2013,6.4,"Comedy, Drama, Romance","Saqib Saleem, Rhea Chakraborty, Ram Kapoor"
Dhol,tt2323964,2007,6.5,"Comedy, Crime, Mystery","[""Sharman JoshiPankaj 'Pakya' Tiwari"", ""Tusshar KapoorSameer 'Sam' Arya"", 'Kunal KemmuGautam Sesodia(as Kunal Khemu)']"
Maine Pyaar Kyun Kiya,tt0995035,2005,5.6,"Comedy, Drama, Romance","['Salman KhanDr. Samir Malhotra', 'Sushmita SenNaina', 'Katrina KaifSonia']"
Blue,tt0451803,2009,3.8,"Action, Adventure, Mystery, Thriller","Akshay Kumar, Sanjay Dutt, Lara Dutt"
Gupt: The Hidden Truth,tt1595859,1997,7.3,"Action, Crime, Mystery","['Bobby DeolSahil Sinha', 'Manisha KoiralaSheetal Choudhry', 'KajolIsha Diwan']"
Batti Gul Meter Chalu,tt0119239,2018,5.9,Drama,"Shahid Kapoor, Shraddha Kapoor, Divyendu Sharma"
Yeh Dillagi,tt7720922,1994,5.9,"Comedy, Drama, Musical","['KajolSapna', 'Akshay KumarVijay Saigal', ""Saif Ali KhanVikram 'Vicky' Saigal""]"
CityLights,tt0111793,2014,7.3,"Drama, Thriller","['Rajkummar RaoDeepak Singh', 'Patralekhaa PaulRakhee(as Patralekhaa)', ""Manav KaulVishnu- Deepak's workmate""]"
Sabse Bada Khiladi,tt3709344,1995,5.9,"Action, Crime, Thriller","Akshay Kumar, Mamta Kulkarni, Mohnish Behl"
Deewane Huye Paagal,tt0114317,2005,5.5,"Action, Comedy, Drama","['Shahid KapoorKaran', 'Akshay KumarRocky Hiranandani', 'Suniel ShettySanju Malwani(as Sunil Shetty)']"
Fukrey Returns,tt0444781,2017,6.5,Comedy,"['Pulkit SamratHunny', 'Varun SharmaChoocha', 'Ali FazalZafar']"
Dream Girl,tt6712014,2019,7,"Comedy, Romance","['Ayushmann KhurranaKaramveer Singh', 'Nushrratt BharucchaMahi(as Nushrat Bharucha)', 'Annu KapoorJagjeet Singh']"
Bandit Queen,tt9248940,1994,7.5,"Action, Biography, Crime","['Seema BiswasPhoolan Devi', 'Nirmal PandeyVikram Mallah(as Nirmal Panday)', 'Rajesh VivekMustaquim']"
Tumhari Sulu,tt0109206,2017,7,"Comrdy, Drama","Vidya Balan, Manav Kaul, Neha Dhupia"
Fitoor,tt6791730,2016,5.4,"Drama, Romance","['Aditya Roy KapoorNoor', 'Katrina KaifFirdaus', 'TabuBegum']"
Mard Ko Dard Nahin Hota,tt4399594,2018,7.3,"Action, Comedy, Drama","['Abhimanyu DasaniSurya', 'Radhika MadanSupri', ""Mahesh ManjrekarSurya's Grandpaâ€¦""]"
Phata Poster Nikhla Hero,tt8055888,2013,4.9,"Action, Comedy, Crime","['Shahid KapoorVishwas Rao', ""Ileana D'CruzKajal"", 'Padmini KolhapureSavitri']"
Rahasya,tt2615584,2015,7.6,"Mystery, Thriller","['Kay Kay MenonSunil Paraskar', 'Ashish VidyarthiSachin Mahajan', 'Tisca ChopraAarti Mahajan']"
Commando,tt3337550,1985,6.7,"Action, Adventure, Thriller","['Arnold SchwarzeneggerMatrix', 'Rae Dawn ChongCindy', 'Dan HedayaArius']"
Main Prem Ki Diwani Hoon,tt0088944,2003,3.8,"Comedy, Drama, Musical","['Hrithik RoshanPrem Kishen Mathur', 'Kareena KapoorSanjana', 'Abhishek BachchanPrem Kumar']"
Chori Chori Chupke Chupke,tt0265148,2001,5.5,"Comedy, Drama, Musical, Romance","Salman Khan, Rani Mukerji, Preity G Zinta"
London Dreams,tt15374748,2009,5.4,"Drama, Music","[""Salman KhanManjeet 'Mannu' Khosla"", 'Ajay DevgnArjun', 'Om PuriMr. Khosla']"
Kyaa Kool Hain Hum 3,tt0486615,2016,1.9,Comedy,"['Tusshar KapoorKanhaiya', 'Aftab ShivdasaniRocky', 'Krushna AbhishekMickey(as Krushna)']"
Raavan,tt5290620,2010,5.4,"Action, Adventure, Drama","['Abhishek BachchanBeera Munda', 'Aishwarya Rai BachchanRagini', 'GovindaSanjeevani Kumar']"
Nautanki Saala!,tt1334470,2013,5.8,"Comedy, Drama, Romance","['Ayushmann KhurranaRP aka Ram Parmar', 'Kunaal Roy KapurMandar Lele', 'Pooja SalviNandini Patel']"
36 China Town,tt2341766,2006,5.7,"Comedy, Mystery, Thriller","['Akshaye KhannaChief Police Inspector Karan', 'Shahid KapoorRaj Malhotra', 'Kareena KapoorPriya']"
Baazaar,tt0477252,2005,7.4,"Action, Crime, Drama","['Ajay DevgnAjay Shastri', 'Nana PatekarTabrez Alam', 'Bipasha BasuMegha Basu']"
Apaharan,tt6514196,2005,7.4,"Action, Crime, Drama","Ajay Devgn, Nana Patekar, Bipasha Basu"
Ta Ra Rum Pum,tt0451631,2012,5.9,"Comedy, Drama, Romance","['Riteish DeshmukhViren(as Ritesh Deshmukh)', ""Genelia DeshmukhMini(as Genelia D'Souza)"", 'Om PuriChaudhari']"
Tere Naal Love Ho Gaya,tt0833553,2000,3.7,"Action, Adventure, Comedy","['Aamir KhanKishan Pyare', 'Twinkle KhannaRoopa Singh', 'Faisal KhanShankar Shane']"
Mela,tt2130242,2016,7.3,"Biography, Drama","['Randeep HoodaSarabjit Singh', 'Aishwarya Rai BachchanDalbir Kaur', 'Richa ChadhaSukhpreet Kaur']"
Sarbjit,tt0232079,2016,7.3,"Biography, Drama","Randeep Hooda, AIshwarya Rai, Richa Chadha"
Har Dil Jo Pyar Karega...,tt5120640,2012,5,Drama,"['Kareena KapoorMahi Arora', 'Arjun RampalAryan Khanna', 'Randeep HoodaAngad Paul']"
Heroine,tt0250415,1998,6.6,"Action, Comedy, Drama","['Salman KhanSuraj Khanna', 'KajolMuskaan Thakur', 'Arbaaz KhanVishal Thakur']"
Pyaar Kiya To Darna Kya,tt1949548,2016,7.8,"Comedy, Crime, Drama","['Randeep HoodaShankar Singh Malik', 'Akshay OberoiRajesh Dhiman', 'Rajneesh DuggalGajraj Singh']"
Laal Rang,tt0173080,2011,5.7,"Action, Comedy, Drama","['Nafisa AliMrs. Dhillon', ""Yugesh AnilGurmeet's Friend"", 'Madhuri BhattacharyaItem Girl']"
Yamla Pagla Deewana,tt5600714,2011,5.7,"Action, Comedy, Drama","Nafisa Ali, Yugesh Anil, Madhuri Bhattacharya"
Break Ke Baad,tt1773109,2018,4.4,"Action, Crime, Drama","['Sanjay DuttUday Pratap Singh', 'Jimmy ShergillAditya Pratap Singh', 'Mahie GillMadhvi Devi']"
Saheb Biwi Aur Gangster 3,tt1578261,2006,5.2,"Drama, Romance","['Akshay KumarAditya Malhotra', 'Katrina KaifJia A. Yashvardhan', 'Bipasha BasuSonia Berry']"
Humko Deewana Kar Gaye,tt7695014,2006,5.2,"Drama, Romance","['Akshay KumarAditya Malhotra', 'Katrina KaifJia A. Yashvardhan', 'Bipasha BasuSonia Berry']"
Mujhse Fraaandship Karoge,tt0444840,2011,6.9,"Comedy, Drama, Romance","['Saqib SaleemVishal Bhatt', 'Saba AzadPreity Sen(as Saba Azaad)', 'Nishant DahiyaRahul Sareen']"
Yuvvraaj,tt2057441,2008,4.1,"Comedy, Drama, Musical","['Salman KhanDeven Y. Yuvvraaj Singh', 'Anil KapoorGyanesh Yuvvraaj', 'Zayed KhanDanny Y. Yuvvraaj Singh']"
Titli,tt1105747,2014,7.5,"Action, Crime, Drama","['Shashank AroraTitli', 'Ranvir ShoreyVikram', 'Shivani RaghuvanshiNeelu']"
Aurangzeb,tt3019620,2013,6.4,"Action, Drama, Thriller","Arjun Kapoor, Zaharh S Khan, Prithiviraj Sukumaran"
Teri Meri Kahaani,tt2804026,2012,4.9,"Comedy, Drama, Romance","Shahid Kapoor, Priyanka Chopra, Prachi Desai"
Raja Natwarlal,tt2354407,2014,6.2,"Crime, Thriller","['Emraan HashmiRaja', 'Humaima MalikZiya', 'Paresh RawalYogi']"
Dum Maaro Dum,tt3483712,2011,6.2,"Action, Crime, Drama","['Abhishek BachchanACP Vishnu Kamath', ""Deepika PadukoneDancer in the song 'Dum Maaro Dum'"", 'Bipasha BasuZoe Mendonza']"
Ishq Vishk,tt1618430,2003,6.1,"Comedy, Romance","['Shahid KapoorRajiv Mathur(as Shahid)', 'Amrita RaoPayal(as Amrita)', 'Shenaz TreasuryAlisha Sahay(as Shenaz)']"
Kill Dil,tt0362771,2014,4.5,"Action, Comedy, Drama","['Ranveer SinghDev', 'Ali ZafarTutu', 'Parineeti ChopraDisha']"
Raincoat,tt3380264,2004,7.7,"Drama, Romance","[""Ajay DevgnManoj 'Mannu'"", ""Aishwarya Rai BachchanNeerja 'Neeru'(as Aishwarya Rai)"", 'Annu KapoorLandlord']"
Ek Thi Daayan,tt0405266,2013,5.7,"Horror, Romance, Thriller","['Emraan HashmiBobo', 'Konkona Sen SharmaDiana', 'Kalki KoechlinLisa Dutt']"
Dil Hai Ki Manta Nahin,tt2406676,1991,7.2,"Adventure, Comedy, Drama","['Aamir KhanRaghu Jetley', 'Pooja BhattPooja Dharamchand', 'Anupam KherSeth Dharamchand']"
Players,tt0101733,2024,5.6,"Comedy, Romance","['Gina RodriguezMack', 'Damon Wayans Jr.Adam', 'Tom EllisNick']"
Shaadi Ke Side Effects,tt14833464,2014,5.6,"Comedy, Romance","['Farhan AkhtarSid', 'Vidya BalanTrisha', 'Vir DasManav']"
Ghayal,tt3302962,1990,7.7,"Action, Crime, Drama","['Sunny DeolAjay Mehra', 'Amrish PuriBalwant Rai', 'Meenakshi SheshadriVarsha Bharti(as Meenakshi Seshadri)']"
Fiza,tt0099652,2000,6,"Crime, Drama, Romance","['Karisma KapoorFiza Ikramullah', 'Hrithik RoshanAmaan Ikramullah', 'Jaya BachchanNishatbi Ikramullah']"
Saheb Biwi Aur Gangster Returns,tt0248012,2013,6.7,"Action, Crime, Drama","['Jimmy ShergillAditya Pratap Singh', 'Mahie GillMadhavi Devi', 'Irrfan KhanIndarjeet Singh']"
Aiyaary,tt2362778,2018,5.3,"Action, Crime, Drama","['Sidharth MalhotraMajor Jai Bakshi', 'Manoj BajpayeeColonel Abhay Singh', 'Rakul Preet SinghHacker Sonia Gupta']"
Dil Bole Hadippa,tt6774212,2007,4.7,"Comedy,Drama, Sport, Romance","Shahid Kapoor, Rani Mukerji, Anupam Kher"
Bullett Raja,tt1202540,2013,4.9,"Action, Crime, Drama","['Saif Ali KhanRaja Misra', 'Sonakshi SinhaMitali', ""Vidyut JammwalArun Singh 'Munna'(as Vidyut Jamwal)""]"
Kyaa Super Kool Hain Hum,tt2551378,2012,5,Comedy,"['Riteish DeshmukhSid(as Ritesh Deshmukh)', 'Tusshar KapoorAdi', 'Neha SharmaSimran']"
Hello Brother,tt2027138,1999,4.7,"Action, Comedy, Fantasy","['Salman KhanHero', 'Rani MukerjiRani', 'Arbaaz KhanInspector Vishal']"
Bewakoofiyaan,tt0233856,2014,5.5,"Comedy, Drama, Romance","['Ayushmann KhurranaMohit Chaddha', 'Sonam KapoorMayera Sehgal', 'Rishi KapoorV.K. Sehgal']"
Ram Jaane,tt3483646,1995,5.4,"Action, Crime, Drama","['Shah Rukh KhanRam Jaane', 'Juhi ChawlaBela', 'Vivek MushranMurli']"
Murder,tt0114231,2004,5.5,"Drama, Romance, Thriller","Mallika Sherawat, Ashmit Patel, Emraan Hashmi"
Rangoon,tt28642796,2017,5.6,"Action, Drama, History","['Kangana RanautJulia', 'Shahid KapoorNawab Malik', 'Saif Ali KhanRusi Billimoria']"
Dil Toh Baccha Hai Ji,tt4909752,2011,5.9,"Comedy, Drama, Romance","['Ajay DevgnNaren Ahuja', 'Emraan HashmiAbhay Suri', 'Omi VaidyaMilind Kelkar']"
Zanjeer,tt1727496,1973,7.5,"Action, Crime, Drama","['Amitabh BachchanInsp. Vijay Khanna', 'Jaya BachchanMala(as Jaya Bhaduri)', 'Pran SikandSher Khan(as Pran)']"
The Caine Mutiny Court-Martial,tt0070947,2023,6.8,"Drama, War","['Kiefer SutherlandQueeg', 'Jason ClarkeGreenwald', 'Jake LacyMaryk']"
OK Jaanu,tt24249946,2017,5.2,"Drama, Romance","['Aditya Roy KapoorAditya', 'Shraddha KapoorTara', 'Naseeruddin ShahGopi Shrivastava']"
God Tussi Great Ho,tt5764024,2008,3.7,"Comedy, Drama, Fantasy","['Amitabh BachchanGod', 'Salman KhanArun Prajapati (A. P.)', 'Priyanka Chopra JonasAlia Kapoor(as Priyanka Chopra)']"
Kyon Ki...,tt0476550,2005,5.5,"Drama, Romance","['Salman KhanAnand', 'Kareena KapoorDr. Tanvi Khurana', 'Rimi SenMaya']"
Jattu Engineer,tt0451787,2017,6.2,Comedy,"['Gaurav InsanVillager', 'Gaurav MahaurVillager', 'Muntazir Ahmad']"
Judgementall Hai Kya,tt6642396,2019,6,"Comedy, Drama, Thriller, Mystery","Kangana Ranaut, Rajkummar Rao, Amyra Dastur  "
Meri Pyaari Bindu,tt5472374,2017,6,"Comedy, Drama, Romance","['Ayushmann KhurranaAbhimanyu Roy', 'Parineeti ChopraBindu Shankarnarayanan', 'Amrita BagchiMaulshree']"
Chhoti Si Baat,tt0072777,1976,8.3,"Comedy, Romance","['Ashok KumarCol. Julius Nagendranath Wilfred Singh', 'Vidya SinhaPrabha Narayan', 'Amol PalekarArun Pradeep']"
Gori Tere Pyaar Mein!,tt2275794,2013,4.9,"Comedy, Drama, Romance","['Imran KhanSriram Venkat', 'Kareena KapoorDia Sharma(as Kareena Kapoor Khan)', ""Sujata KumarSriram's mother""]"
Hate Story,tt2309987,2012,5.3,"Drama, Thriller","['Nikhil DwivediVicky', 'Gulshan DevaiahSiddharth Dhanrajgir', 'Paoli DamKaavya Krishna']"
Shor in the City,tt1916728,2010,7.2,"Crime, Drama","['Tusshar KapoorTilak', 'Sendhil RamamurthyAbhay', 'Nikhil DwivediRamesh']"
Bawarchi,tt0068257,1972,8.1,"Comedy, Musical, Drama","['Rajesh KhannaRaghu (Bawarchi)', 'Jaya BachchanKrishna Sharna(as Jaya Bhaduri)', 'Usha KiranShobha Sharma']"
B.A. Pass,tt2408040,2012,6.4,"Crime, Drama, Thriller","['Shadab KamalMukesh', 'Shilpa ShuklaSarika', 'Rajesh SharmaMr. Khanna']"
Ungli,tt2392447,2014,5.8,"Crime, Drama, Thriller","['Sanjay DuttInspector Ashok Kale', 'Emraan HashmiNikhil', 'Kangana RanautMaya']"
Masoom,tt0085913,1983,8.4,"Drama, Family","['Naseeruddin ShahD.K. Malhotra (DK)', 'Shabana AzmiIndu D. Malhotra', 'Jugal HansrajRahul D. Malhotra']"
I Am Kalam,tt1805263,2010,7.9,"Comedy, Drama, Family","Gulshan Grover, Harsh mayar, Pitobash"
Awaara,tt0043306,1951,7.8,"Drama, Musical, Romance","['Raj KapoorRaj Raghunath', 'NargisRita', 'Prithviraj KapoorJustice Raghunath(as Prithviraj)']"
Phillauri,tt5502766,2017,6.1,"Comedy, Drama, Fantasy","['Anushka SharmaShashi', 'Diljit DosanjhRoop Lal Phillauri', 'Suraj SharmaKanan']"
A Flying Jatt,tt5235880,2016,3.1,"Action, Adventure, Comedy","['Tiger ShroffAman Dhillon (Flying Jatt)', 'Jacqueline FernandezKirti', 'Nathan JonesRaka']"
Filmistaan,tt2417560,2012,7.3,Comedy,"['Sharib HashmiSunny', 'InaamulhaqAftaab', 'Kumud MishraMehmood']"
Haraamkhor,tt2361746,2015,6.3,"Drama, Romance","['Nawazuddin SiddiquiShyam Tekchand', 'Shweta TripathiSandhya', 'Trimala AdhikariSunita']"
Happy Ending,tt21087084,2023,5.4,"Comedy, Romance","[""Denise AznamLuna's boss"", 'Claire BenderTirza', 'Kanea BloklandBike flirter']"
Pride and Honour,tt0415003,2004,5.6,"Action, Crime, Drama","['Salman KhanACP Arjun Ranavat', 'Shilpa Shetty KundraJannat(as Shilpa Shetty)', 'Arbaaz KhanACP Haider Ali Khan']"
Ramaiya Vastavaiya,tt2357926,2013,5.7,"Action, Drama, Romance","['Shruti HaasanSona(as Shruti K. Haasan)', 'Girish TauraniRam', ""Sonu SoodRaghuveer, Sona's elder brother""]"
Rainbow,tt4088588,2015,7.8,"Comedy, Drama","['Hetal GadaPari', 'Krrish ChhabriaChotu', 'Vipin SharmaDungaram']"
Mubarakan,tt6272828,2017,5.6,"Comedy, romance","Arjun Kapoor, Anil Kapoore, Ileana D'Cruz"
Double Dhamaal,tt1728239,2011,3.9,"Comedy, Crime, Drama","Sanjay Dutt, Riteish Deshmukh, Arshad Warsi  "
Kaun?,tt0195002,1999,7.8,"Mystery, Thriller","[""Urmila MatondkarMa'am"", 'Manoj BajpayeeSameer A. Purnavale(as Manoj Bajpai)', 'Sushant SinghQureshi']"
Margarita with a Straw,tt2929690,2014,7.2,Drama,"['Kalki KoechlinLaila', 'RevathiShubhangini(as Revathy)â€¦', 'Sayani GuptaKhanum']"
Yaadein...,tt0248617,2001,4.2,"Musical, Drama, Romance","['Hrithik RoshanRonit Malhotra', 'Jackie ShroffRaj Singh Puri', 'Kareena KapoorIsha Singh Puri']"
Jazbaa,tt4323504,2015,5.7,"Action, Crime, Drama","['Aishwarya Rai BachchanAnuradha Verma', 'Irrfan KhanYohaan', 'Shabana AzmiGarima Chaudhary']"
Bhoot,tt0341266,2003,6.4,"Horror, Mystery, Thriller","['Ajay DevgnVishal', 'Urmila MatondkarSwati', 'Nana PatekarInspector Liyaqat Qureshi']"
Zinda,tt0488906,2006,4.9,"Action, Drama, Mystery","[""Sanjay DuttBalajit 'Bala' Roy"", 'John AbrahamRohit Chopra', 'Lara DuttaJenny Singh Sarji']"
Lucky: No Time for Love,tt0449306,2005,4.6,"Musical, Drama, Romance","['Salman KhanAditya ""Adi"" Sekhri', 'Sneha UllalLucky Negi', 'Mithun ChakrabortyRetd. Colonel Pindi Das Kapoor']"
Aakrosh,tt1708453,2010,7,"Action, Crime, Drama","['Ajay DevgnPratap Kumar', 'Akshaye KhannaSiddhant Chaturvedi', 'Bipasha BasuGeeta']"
Eklavya: The Royal Guard,tt0459605,2007,6,"Action, Drama, Mystery","['Amitabh BachchanEklavya', 'Saif Ali KhanPrince Harshwardhan', 'Sanjay DuttDSP Pannalal Chohaar']"
1942: A Love Story,tt0109010,1994,7.2,"Action, Drama, History","['Anil KapoorNarendra Singh', 'Jackie ShroffShubhankar', 'Manisha KoiralaRajeshwari Pathak']"
Raaz: The Mystery Continues,tt1340838,2009,5.7,"Horror, Mystery, Romance","['Kangana RanautNandita Chopra', 'Adhyayan SumanYash Dayal', 'Emraan HashmiPrithvi Singh']"
Pushpaka Vimana,tt0251355,1987,8.6,"Comedy, Drama","['Kamal HaasanUnemployed graduate', ""Amala AkkineniMagician's daughter(as Amala)"", 'Tinnu AnandKiller']"
