Title,IMDB id,Year,Rating,Genre,Top_cast
Rajkumar - IMDb,tt30400822,2016,6.026003,Drama,"Tanisa islam Mahi, Sajjadul Ahamed Riyad, Shakib Khan"
Aakhir Kyon?,tt0247910,1985,6.6,Drama,"Rajesh KhannaAlok Nath, Smita PatilNisha, Rakesh RoshanKabir Suri(as Raakesh Roshan)"
Prem Kahani,tt0073569,1975,6.6,"Drama, Musical, Romance","Rajesh KhannaRajesh Kamleshwar Narain, Shashi KapoorS.P. Dheeraj Kumar, Mumtaz AskariKamini S. Sinha(as Mumtaz)…"
Aaj Ka Goonda Raaj,tt0247909,1992,5.4,"Action, Thriller","ChiranjeeviRaja, Meenakshi SheshadriShalu Sharma(as Meenakshi Seshadri), Raj BabbarRavi"
Inteha,tt0385782,2003,5.3,"Action, Drama, Thriller","Ashmit PatelRanbir Oberoi…, Vidya MalvadeNandini Saxena, Nauheed CyrusiTina Saxena"
Gaman,tt0150683,1978,7.4,Drama,"Farooq ShaikhGhulam Hasan, Smita PatilKhairun, Geeta KakYashodhara(as Gita Siddarth)"
Shukriya: Till Death Do Us Apart,tt0435390,2004,5.1,"Musical, Drama, Family","Anupam KherKaram Jindal, Aftab ShivdasaniRohan ""Ricky"" Verma, Shriya SaranSanam K. Jindal(as Shriya Sharan)"
Bees Saal Baad,tt0055783,1962,7.1,"Thriller, Musical, Mystery","Biswajeet ChatterjeeKumar Vijay Singh, Waheeda RehmanRadha, Manmohan KrishnaRamlal…"
Uvaa,tt4541102,2015,4.8,"Comedy, Drama","Om PuriHukum Pratap Choudhary, Rajit KapoorPrincipal, Manish ChaudhariAdvocate Pramod Mittal(as Manish Chaudhary)"
Aao Pyaar Karen,tt0112269,1994,3.5,Romance,"Saif Ali KhanRaja, Shilpa Shetty KundraChhaya(as Shilpa Shetty), Somy AliSonu S. Rai"
Hastey Hastey Follow Your Heart,tt1079967,2008,1.9,"Comedy, Drama","Jimmy ShergillNeel Singh(as Jimmy Sheirgill), Rajpal Naurang YadavSunny Malhotra(as Rajpal Yadav), Shakti KapoorTony"
Sharmeelee,tt0067742,1971,6.8,"Mystery, Musical, Romance","Shashi KapoorCaptain Ajit Kapoor, Rakhee GulzarKanchan(as Raakhee)…, Nasir HussainFather Joseph(as Nazir Hussain)"
Jalwa,tt0093293,1987,6.6,"Action, Comedy, Crime","Naseeruddin ShahInspector Kapil, Archana Puran SinghJojo…, Tejeshwar SinghDeen Dayal…"
The Gambler,tt2039393,2014,6,"Crime, Drama, Thriller","Mark WahlbergJim Bennett, Jessica LangeRoberta, John GoodmanFrank"
Kohinoor,tt0053999,1960,6.6,"Action, Adventure, Comedy","Dilip KumarRajkumar Dhivendra Pratap Chandrabhan, Meena KumariPrincess Chandramukhi, Azim"
The Inn of the Sixth Happiness,tt0051776,1958,7.2,"Biography, Drama, War","Ingrid BergmanGladys Aylward, Robert DonatThe Mandarin of Yang Cheng, Curd JürgensCapt. Lin Nan(as Curt Jurgens)"
Naukar Biwi Ka,tt0232169,1983,6.2,"Action, Drama, Comedy","DharmendraDeepak Kumar 'Deepu', Anita RajJyoti Nath 'Rani', Reena RoySandhya"
Man from Bombay,tt0053629,1960,7.5,"Drama, Musical, Romance","Dev AnandBabu…, Suchitra SenMaya, Jeevan Dhar"
Ai no shinsekai,tt0109059,1994,6.2,"Drama, Romance","Sawa SuzukiRei, Reiko KataokaAyumi, Aya SugimotoSaeko"
Pehchaan,tt0251320,1993,4.5,"Action, Drama, Thriller","Suniel ShettyKunal Verma(as Sunil Shetty), Saif Ali KhanKaran Verma, Shilpa ShirodkarSeema"
Khandan,tt0059354,1965,6.7,Drama,"Sunil DuttGovind S. Lal, NutanRadha, Pran SikandNavrangi Lal(as Pran)"
Noorie,tt27669298,2020– ,6.026003,Drama,"Khushi MukherjeeNoorie, Khushi Saxena, Vivaan Srivastava"
X-Men: Days of Future Past,tt1877832,2014,7.9,"Action, Adventure, Sci-Fi","Patrick StewartProfessor X, Ian McKellenMagneto, Hugh JackmanLogan…"
Taxi No. 9 2 11: Nau Do Gyarah,tt0476884,2006,7.3,"Comedy, Drama, Thriller","John AbrahamJai S. Mittal, Nana PatekarRaghav M. 'Raghu' Shastri, Sonali KulkarniSunita R. Shastri"
Awaargi,tt0099076,1990,6,Drama,"Anil KapoorAzaad, Meenakshi SheshadriMeena, GovindaDhiren Kumar"
Jugni,tt3453964,2016,6.1,Drama,"Anurita JhaPreeto, Sadhana SinghBibi Saroop, Sugandha GargVibs"
Samraat,tt0265690,1982,6,"Action, Adventure, Comedy","DharmendraRam, JeetendraRaju…, Hema MaliniJennifer ""Jenny"" Gomes"
404 Error - IMDb,tt0251356,2016,6.026003,Drama,"Akshay KumarSidhu, Deepika PadukoneSakhi…, Chia-Hui LiuHojo(as Gordon Liu)"
Kis Kis Ki Kismat,tt0442799,2004,2.7,"Comedy, Drama, Romance","Mallika SherawatMeena Madhok, Rati AgnihotriMrs. Kokila Hasmukh Mehta, Kurush DebooKhaled Mahmud"
Rajput,tt0155088,1982,6.4,"Action, Drama, Romance","Rajesh KhannaDhirendra Singh, DharmendraManu, Hema MaliniJanki"
Ek Hi Bhool,tt0259996,1981,6,"Drama, Family, Romance","JeetendraRam Kumar Srivatsav, RekhaSadhana Srivastav, NazneenUrwashi"
Hifazat,tt0095300,1987,5,"Drama, Family","Ashok KumarKailashnath, NutanLaxmi, Anil KapoorRam Kumar…"
Andar Baahar,tt0086892,1984,5.3,"Action, Thriller","Anil KapoorRaja, Jackie ShroffPolice Inspector Ravi Khanna, Danny DenzongpaShamsher Singh 'Shera'"
Khal-Naaikaa,tt0280832,1993,3.7,"Crime, Drama, Thriller","JeetendraRavi Kapoor, Jaya PradaJaya R. Kapoor, Anu AgarwalKiran(as Annu Agarwal)…"
Trading Mom,tt0111470,1994,5.4,"Comedy, Family, Fantasy","Sissy SpacekMommy…, Anna ChlumskyElizabeth, Aaron Michael MetchikJeremy"
Annarth,tt0338721,2002,3,"Action, Crime, Drama","Sanjay DuttIqbal Danger, Suniel ShettyJimmy(as Sunil Shetty)…, Ashutosh RanaRaghav"
Dil Deke Dekho,tt0230141,1959,6.9,"Musical, Romance","Shammi KapoorRoop…, Asha ParekhNeeta Narayan, Sulochana LatkarJamuna(as Sulochna)"
The Girl on the Train,tt3631112,2016,6.5,"Crime, Drama, Mystery","Emily BluntRachel, Haley BennettMegan, Rebecca FergusonAnna"
22 Yards,tt9496212,2019,5.1,Sport,"Barun SobtiRon Sen, Amartya RayShome Ray, Rajit KapoorDr. Zahid Khan(as Rajit Kapur)"
Badmashiyaan,tt4511416,2015,4.6,"Comedy, Romance","Sidhant GuptaDev Arora, Suzanna MukherjeeNari, Gunjan MalhotraPalak Mehra"
Sapne Saajan Ke,tt0105315,1992,3.7,"Drama, Romance","Jackie ShroffSelf, Dimple KapadiaSelf (Guest Appearance), Karisma KapoorJyoti"
Uchû keiji Gyaban: The Movie,tt2278398,2012,6.7,"Adventure, Sci-Fi","Yûma IshigakiGeki Jumonji…, Kenji ÔbaRetsu Ichijôji(as Kenji Ohba)…, Yukari TakiItsuki Kawai"
Depth,tt0259322,1980,6.9,"Drama, Horror","Shreeram LagooChanna bassapa, Anant NagNandu…, Indrani MukherjeeSaroja"
Jallaad,tt0113455,1995,5.7,"Action, Drama","Mithun ChakrabortyAmavas…, MadhooGayetri, RambhaKoyal"
Kabhi Na Kabhi,tt0116737,1998,4.2,"Action, Drama, Romance","Jackie ShroffJaggu, Anil KapoorRajeshwar 'Raja', Pooja BhattTina(as Poojabhatt)"
Tahkhana,tt0260411,1986,5.5,"Action, Drama, Horror","Hemant BirjeHeera, Kamran RizviVijay, Arti GuptaAarti Singh"
Paisa Vasool,tt7188742,2017,4.3,"Action, Comedy","Nandamuri BalakrishnaTheda Singh, Shriya SaranSarika, Vikramjeet VirkBob Marley"
Police Public,tt0100384,1990,6.7,"Crime, Thriller","Vijay AidasaniShyamsunder Swarup, Jayshree AroraShyamsunder's mother, Ila ArunLaxmi, Deaf servant"
Waaris,tt0367214,1988,6.8,Drama,"Smita PatilParamjit 'Paaro', Amrita SinghSeebo, Raj BabbarBinder"
Sargam,tt0246914,1979,6.5,"Musical, Romance","Rishi KapoorRaju, Jaya PradaHema Pradhan, Shashikala JawalkarSavitri Pradhan(as Shashikala)"
Aadmi Aur Insaan,tt0158449,1969,6.2,"Drama, Romance, Thriller","DharmendraMunish Mehra, Saira BanuMeena Khanna, Feroz KhanJai Kishan 'J.K.'"
Chor Machaye Shor,tt14962130,2021,6.4,"Action, Adventure, Comedy","Rida AasimRida, Mubeen Ul HaqMubeen, Ghazanfer JafferyJazzy"
Shabri,tt2032530,2011,5.8,"Action, Crime, Drama","Isha KoppikarShabri, Raj ArjunMurad, Manish WadhwaVilas"
Bedardi,tt0358992,1993,4.3,"Action, Crime","Ajay DevgnVijay 'Viju' Saxena, Urmila MatondkarHoney, Reena RoyPreeti N. Saxena"
Shriman Shrimati,tt0379504,1982,6.1,"Comedy, Drama, Family","Sanjeev KumarShriman Shankar Lal, Rakhee GulzarShrimati Parvati Devi, Rakesh RoshanRajesh Kumar"
Ghaath,tt0213677,2000,4.8,"Crime, Drama, Thriller","Manoj BajpayeeKrishna Patil(as Manoj Bajpai), TabuKavita Chaudhary, Om PuriAjay Pandey"
Ilaaka,tt0097563,1989,4.6,"Action, Drama","Mithun ChakrabortyRaja, Sanjay DuttInspector Suraj Verma, Madhuri DixitVidya"
Kisse Pyaar Karoon?,tt0438894,2009,3.4,"Action, Comedy, Crime","Arshad WarsiSid, Aashish ChaudharyJohn D'Monto(as Ashish Chodhry), Yash TonkAmit"
Zindagi Na Milegi Dobara,tt1562872,2011,8.2,"Comedy, Drama, Musical","Hrithik RoshanArjun Saluja, Farhan AkhtarImraan Qureshi, Abhay DeolKabir Dewan"
Prem Qaidi,tt0102706,1991,2.8,"Action, Romance","Karisma KapoorNeelima, Harish, Shafi Inamdar"
Amrit,tt0233206,1986,7,"Drama, Family","Rajesh KhannaAmrit Lal Sharma, Smita PatilKamla Srivastav, Aruna IraniHasinabanu Ali"
Ghazab,tt0359325,1982,6.8,"Action, Comedy, Drama","Ranjeet BediArjun Singh(as Ranjeet), Seema DeoMrs. Laxmi Singh, DharmendraAjay Singh 'Munna'"
Dil Apna Aur Preet Parai,tt0053767,1960,6.6,"Musical, Romance","Raaj KumarDr. Sushil K. Verma, Meena KumariKaruna, NadiraKusum"
Navrang,tt0298078,1959,6.8,"Drama, Musical, Romance","SandhyaJamuna…, MahipalDivakar…, Keshavrao DateJanardan"
Kucch Luv Jaisaa,tt1942905,2011,4.4,Drama,"Shefali ShahMadhu S. Saxena(as Shefali Shetty), Om PuriMadhu's Father, Rahul BoseRaghav Passport"
Hey Bro,tt4512230,2015,2.7,"Action, Comedy, Drama","Ganesh AcharyaGopi, Maninder SinghShiv, Nupur SharmaAnjali"
Mehbooba,tt7458714,2018,4.6,"Action, Drama, Romance","Abel, Aditya Alluri, Anish"
Dictatorship,tt0359440,1987,6.1,"Action, Drama","DharmendraArjun Singh, Rati AgnihotriKusum Singh (Arjun's Wife), Shammi KapoorDIG Khan"
Mujrim,tt0097926,1989,5.4,"Action, Crime","Mithun ChakrabortyShankar Bose, Madhuri DixitSonia, Suresh OberoiPolice Inspector Gokhale"
Zulm Ki Hukumat,tt0390667,1992,5.2,"Action, Crime, Drama","DharmendraPitamber Kohli, Moushumi ChatterjeePitamber's wife, GovindaPratap Kohli"
Ranbanka,tt5151622,2015,3.5,Action,"Maniesh PaulRahul(as Manish Paul), Ravi KishanRaghav, Pooja ThakurPriya"
Duniya,tt0301231,1984,6.4,"Action, Drama","Ashok KumarR.D. Puri, Dilip KumarMohan Kumar, Rishi KapoorRavi"
Loafer,tt0156745,1973,6.5,"Romance, Thriller","DharmendraRanjit, Mumtaz AskariAnju(as Mumtaz), Roopesh KumarRakesh"
Swami,tt0152720,1977,6.7,Drama,"Shabana AzmiSaudamini 'Mini', Girish KarnadGhanshyam, Utpal DuttMini's maternal uncle"
Kaamchor,tt0248125,1982,6.5,"Drama, Family","Rakesh RoshanSuraj, Jaya PradaGeeta Sanghvi(as Jayapradha), Tanuja SamarthRadha(as Tanuja)"
Sanam Teri Kasam,tt5255710,2016,7.6,"Drama, Musical, Romance","Harshvardhan RaneInder Parihar, Mawra HocaneSaraswati 'Saru' Parthasarthy, Vijay RaazMustakeen Bhai"
Kanoon Apna Apna,tt0097642,1989,5,"Action, Crime, Drama","Dilip KumarCollector Jagatpratap Singh, NutanLakshmi, Sanjay DuttRavi Kumar J. Singh(as Sunjay Dutt)"
Kudrat,tt0154749,1981,7.1,"Drama, Mystery, Romance","Rajesh KhannaMohan Kapoor…, Raaj KumarChoudhury Janak Singh, Hema MaliniChandramukhi…"
Bhoot Unkle,tt0897413,2006,4.3,"Family, Fantasy","Jackie ShroffBhoot Unkle, Akhilendra MishraMLA, Dev K. KantawallShyam(as Dev Kantawala)"
Sadhu Aur Shaitaan,tt0063533,1968,6.7,"Comedy, Thriller","MehmoodBajrang (Birju)(as Mahmood)…, BharathiVidya Shastri…, Kishore KumarPandit Dinanath Shastri…"
The Heart Is a Temple,tt0139157,1963,7.5,"Drama, Musical, Romance","Meena KumariSita, Rajendra Kumar TuliDr. Dharmesh(as Rajendra Kumar), Raaj KumarRam"
Saraswatichandra,tt0148706,1968,6.8,"Drama, Romance","NutanKumud Sundari, ManishSaraswati Chandra…, Vijaya ChoudhuryKusum(as Vijaya Choudhry)"
Vishwanath,tt0215338,1978,6.2,"Action, Mystery, Thriller","Shatrughan SinhaVishwanath, Reena RoySoni, Pran SikandGolu Gawah"
Jaan Tere Naam,tt0470381,1992,5.8,"Drama, Romance","Ronit RoySunil, FarheenPinky Malhotra, Sulabha DeshpandeSunil's mom"
Udhaar Ki Zindagi,tt0111537,1994,5.3,Drama,"JeetendraSitaram, Moushumi ChatterjeeJanki(as Moushmi Chaterjee), KajolSita"
Antham Kadidi Aarambam,tt0779725,1981,6.026003,Drama,"Krishna, Vijaya Nirmala"
Naseeb Apna Apna,tt0260222,1986,5.4,"Comedy, Drama","Rishi KapoorKishan Singh, Farha NaazRadha Singh, Radhika SarathkumarChanda Singh(as Radhika)"
Tadipaar,tt0105515,1993,4.8,"Action, Drama","Mithun ChakrabortyShankar, Pooja BhattMohinidevi…, Anupam KherKader"
Rokkk,tt1612573,2010,4.3,"Drama, Horror, Mystery","Tanushree DuttaAnushka Walia, Udita GoswamiAhana R. Warda, Shaad RandhawaRanvir"
"Karma, Confessions and Holi",tt0483701,2009,2.9,Drama,"Rati AgnihotriVani, Armin AmiriJaved, Kulraaj AnandGuler Hassan"
Ananda Ashram,tt0268141,1977,7.4,"Drama, Family","Ashok KumarPratap Narayan Roychoudhary, Uttam KumarDr.Deepak, Sharmila TagoreAsha"
Azaad,tt0131852,1955,7.1,"Action, Adventure, Comedy","Dilip KumarAzaad…, Meena KumariShobha, Pran SikandSunder(as Pran)"
Happy-Go-Lucky Girl,tt0247502,1973,6.5,"Comedy, Romance, Musical","Sanjeev KumarSushil Kumar, Leena ChandavarkarLeena, NazimaPushpa"
Bandook,tt2318401,2013,5.8,"Crime, Thriller","Manisha KelkarKajri, Arshad KhanLochan Singh Yadav, Ashish KotwalHari Om Tripathi"
Dharam Karam,tt0072870,1975,5.7,"Family, Drama","Raj KapoorAshok 'Bonga Babu' Kumar, Randhir KapoorDharam…, RekhaBasanti"
Himalay Putra,tt0119295,1997,4.3,"Action, Drama, Romance","Vinod KhannaACP Suraj Khanna, Hema MaliniSeema, Akshaye KhannaAbhay"
Hoysala,tt24787322,2023,6.7,"Action, Crime, Drama","DhananjayaGurudev, Amrutha IyengarGanga, B.S. AvinashDaada"
Encounter: The Killing,tt0375733,2002,6.2,"Crime, Drama","Naseeruddin ShahInspector Sam Bharucha, Dilip PrabhavalkarPonappa Awadhe, Tara DeshpandeKiran Jaywant"
Umbartha,tt0084840,1982,7.4,Drama,"Smita PatilSulabha S. Mahajan, Girish KarnadAdvocate Subhash Mahajan, Shrikant MogheDr. Mohan Mahajan"
Prince of Darkness,tt0093777,1987,6.7,Horror,"Donald PleasencePriest, Lisa BlountCatherine Danforth, Jameson ParkerBrian Marsh"
Sanjog,tt0089959,1985,5.9,Drama,"JeetendraNarain, Jaya PradaYashoda(as Jayapradha)…, Vinod MehraNarain's brother"
Teesra Kaun,tt0059787,1965,7.1,"Action, Crime, Drama","Feroz KhanPrakash, Shashikala JawalkarLily(as Shashikala), Shyam KumarKhanna(as Sham Kumar)"
Badlapur Boys,tt2767712,2014,4.9,Drama,"Annu Kapoor, Anupam MaanavDr. O.P Malhotra, Saranya Mohan"
Pankh,tt1124386,2010,3.6,Drama,"Bipasha BasuNandini, Lillete DubeyMary D'Cunha, Mahesh ManjrekarBrahmanand"
The Heart that Is Made of Stone,tt0176012,1967,6.4,"Action, Drama, Romance","Waheeda RehmanTaruna, Manoj KumarRajesh, Mumtaz AskariMeena(as Mumtaz)"
36 Ghante,tt0071307,1974,6.7,"Action, Crime, Drama","Raaj KumarAshok Roy, Mala SinhaDeepa Roy, Sunil DuttHimmat"
The Boxer,tt0118760,1997,7,"Drama, Romance, Sport","Daniel Day-LewisDanny Flynn, Emily WatsonMaggie, Daragh DonnellyPrison Officer"
Bhabhi,tt5547122,2002–2008,5.8,Drama,"Joy SenguptaTilak Chopra1322 eps • 2002–20081322 episodes • 2002–2008, Neha MehtaSaroj Tilak Chopra1222 eps • 2002–20081222 episodes • 2002–2008, Priyanka Tiwari'Mandira' (2008)1 ep • 20081 episode • 2008"
Chehraa,tt0449870,2005,4.3,Thriller,"Bipasha BasuMegha Joshi…, Dino MoreaDr. Akash Mehta, Preeti JhangianiDr. Reena"
Lakhon Ki Baat,tt0157917,1984,6.6,"Comedy, Musical, Romance","Sanjeev KumarAdvocate Prem Sagar, Farooq ShaikhAlok Prakash(as Farouque Sheikh), Anita RajShobha Prakash"
Hindustan Ki Kasam,tt0207513,1999,3.5,"Action, Drama","Amitabh BachchanKabeera, Ajay DevgnAjay…, Manisha KoiralaRoshanaara"
Jeete Hain Shaan Se,tt0361772,1988,4.8,"Action, Drama, Romance","Mithun ChakrabortyJohny, Sanjay DuttGovinda, GovindaIqbal Ali"
Desi Kattey,tt3877652,2014,4.2,Action,"Akhil KapurPali, Tia BajpaiGuddi, Jay BhanushaliGyani"
Karle Pyaar Karle,tt3465488,2014,2.4,"Action, Romance","Shiv DarshanKabir, Hasleen KaurPreet, Aham Sharma"
Aghaat,tt0177490,1985,7.7,"Drama, Crime","Om PuriMadhav Verma, Bharat GopyKrishnan Raju(as Gopi), Pankaj KapurChotelal"
Anubhav,tt0395453,1986,6.8,"Comedy, Drama, Romance","Shekhar SumanRamesh, Padmini KolhapureGauri, Padma KhannaPanch Jamai's wife"
Barsaat Ki Raat,tt0364228,1998,5.7,Musical,"Dharmendra, Dinesh Hingoo, Shafi Inamdar"
Jagriti,tt0145851,1955,7.9,"Comedy, Drama, Family","Abhi BhattacharyaSuperintendent Shekhar, Pranoti Ghosh, Bipin GuptaRamapati Mukherjee"
Pratibandh,tt0100401,1990,6.6,"Action, Drama","ChiranjeeviSiddhant, Juhi ChawlaShanti, Rami ReddySpot Nana"
Raaj Tilak,tt0087975,1984,5.6,"Action, Drama","DharmendraZohravar Singh, Sunil DuttJai Singh, Hema MaliniRoopa"
Kissaa Kursee Kaa,tt0311401,1978,8,"Comedy, Drama, Fantasy","Shabana AzmiJanta, Raj Babbar(First version that was destroyed), Chaman BaggaDeshpal - President's Secretary"
Chori Mera Kaam,tt0246493,1975,7,"Comedy, Musical, Romance","Ashok KumarShankar, Shashi KapoorBholanath, Zeenat AmanSharmili"
Taj Mahal,tt4213764,2015,5.4,Thriller,"Stacy MartinLouise, Louis-Do de LencquesaingPère de Louise, Gina McKeeMère de Louise"
The Fog,tt0080749,1980,6.8,"Horror, Thriller","Adrienne BarbeauStevie Wayne, Jamie Lee CurtisElizabeth Solley, Janet LeighKathy Williams"
It's Always Sunny in Philadelphia,tt0472954,2005– ,8.8,Comedy,"Charlie DayCharlie Kelly172 eps • 2005–2023172 episodes • 2005–2023, Glenn HowertonDennis Reynolds…172 eps • 2005–2023172 episodes • 2005–2023, Rob McElhenneyMac…172 eps • 2005–2023172 episodes • 2005–2023"
Aadmi Khilona Hai,tt0106221,1993,4.9,"Drama, Romance","JeetendraVijay Verma, Reena RoyGanga Verma, GovindaSharad Verma"
Kaagaz Ke Fools,tt2962230,2015,3.8,Comedy,"Vinay PathakPurusotam Tripathi, Mugdha GodseNikki, Raima SenRubina"
The Other Man,tt0301215,1977,6.6,"Drama, Family, Romance","Shashi KapoorShashi Sehgal, Rishi KapoorKaran Saxena aka Kannu, Neetu SinghTimsi"
Allah-Rakha,tt0090611,1986,5.2,"Action, Drama","Jackie ShroffAllah Rakha, Shammi KapoorKarim Khan, Waheeda RehmanAdvocate Salma Anwar"
Saajan Ka Ghar,tt0173156,1994,4.2,Drama,"Rishi KapoorAmar Khanna, Juhi ChawlaLaxmi Khanna, Deepak TijoriSuraj Dhanraj"
Showbiz Kids,tt3197274,2020,7,Documentary,"Cameron BoyceSelf, Todd BridgesSelf, Baby PeggySelf(as Diana Serra Cary)"
Nirdosh,tt7723022,2018,4.4,"Drama, Mystery, Thriller","Ashmit PatelGautam Grover, Manjari FadnnisShinaya Grover(as Manjari Phadnis), Manisha KelkarSub Inspector Shalini Patil"
Shagird,tt1828289,2011,7,"Action, Crime, Drama","Nana PatekarSr. Inspector Hanumant Singh, Mohit AhlawatS.I. Mohit Kumar, Rimi SenVarsha Mathur(as Rimi)"
Gumrah,tt0107060,1993,6.1,"Action, Crime, Drama","Sanjay DuttJagan Nath (Jaggu), SrideviRoshni Chadha, Anupam KherPrakash Chadha"
Mehboob Ki Mehndi,tt0266757,1971,6.9,"Drama, Musical, Romance","Rajesh KhannaYusuf, Leena ChandavarkarShabana, Pradeep KumarNawab Anwar Kamaal…"
Melody,tt0067418,1971,7.6,"Comedy, Drama, Romance","Mark LesterDaniel, Tracy HydeMelody, Jack WildOrnshaw"
Meri Ganga Ki Saugandh,tt2668938,2003,7.3,Action,"Shakti Kapoor, Amit Pachori, Sapna Sappu"
The Guru,tt0280720,2002,5.4,"Comedy, Music, Romance","Jimi MistryRamu Gupta, Heather GrahamSharonna, Marisa TomeiLexi"
Fareb,tt12453230,2019– ,7.3,Thriller,"Naghma Akhtar, Mohit"
Phool Bane Angaarey,tt0363887,1991,4.5,"Action, Drama","RekhaNamrita Singh, RajinikanthInspector Ranjeet Singh(as Rajnikant), Prem ChopraBishamber Prasad"
Adventures of Tarzan,tt0364049,1985,4.5,"Action, Adventure, Comedy","Hemant BirjeTarzan, Kimi KatkarRuby Shetty, Dalip TahilD.K."
Censor,tt10329614,2021,6,"Horror, Mystery","Niamh AlgarEnid Baines, Michael SmileyDoug Smart, Nicholas BurnsSanderson"
Tarana,tt0129422,1951,7.4,"Drama, Romance","MadhubalaTarana, Dilip KumarDr. Motilal, ShyamaSheela"
Dastak,tt0137455,1970,7.4,Drama,"Sanjeev KumarHamid Ahmed, Rehana SultanSalma Ahmed, Shakeela Bano BhopaliShamshad Begum(as Shakil Banu Bhopali)"
Baat Ek Raat Ki,tt0055767,1962,6.9,"Mystery, Romance, Thriller","Dev AnandRajeshwar, Waheeda RehmanNeela…, Chandrashekhar VaidyaRanjan(as Chandrashekhar)"
Suraj,tt0061046,1966,6.8,"Romance, Musical, Action","VyjayanthimalaPrincess Anuradha Singh, Rajendra Kumar TuliSuraj Singh(as Rajendra Kumar), Ajit KhanRajkumar Pratap Singh(as Ajit)"
Jab Pyar Kisise Hota Hai,tt0230348,1961,6.6,"Comedy, Drama, Musical","Dev AnandSunder…, Asha ParekhNisha R. Singh, Sulochana LatkarMalti(as Sulochana)"
Kinara,tt0215902,1977,6.9,"Drama, Romance","JeetendraInderjeet, Hema MaliniAarti Sanyal, DharmendraProfessor Chandan"
Raaz,tt0307873,2002,6.6,"Drama, Horror, Musical","Dino MoreaAditya Dhanraj, Bipasha BasuSanjana Dhanraj, Malini SharmaMalini (evil spirit)"
Kasam Paida Karne Wale Ki,tt0362798,1984,5.7,"Action, Drama","Mithun ChakrabortySatish Kumar…, Smita PatilAarti, Salma AghaNeena"
Mysterious Manoeuvre,tt0070097,1973,5.4,"Action, Crime, Thriller","JeetendraSagar, Hema MaliniHema, Amitabh BachchanRatan"
Haathkadi,tt0260066,1995,4.4,"Action, Comedy, Drama","GovindaACP Suraj Chauhan…, Shilpa Shetty KundraNeha(as Shilpa Shetty), MadhooRani"
Zamaane Ko Dikhana Hai,tt0230993,1981,6.5,"Romance, Thriller","Rishi KapoorRavi Nanda, Padmini KolhapureKanchan(as Padmini Kohlapure)…, Amjad KhanSharif Khan…"
Yehi Hai Zindagi,tt0276628,1977,7,"Comedy, Drama","Sanjeev KumarAnand Narayan, Utpal DuttNekiram (Madhu's father-in-law), David AbrahamKader(as David)"
Phool Aur Angaar,tt0107821,1993,5.8,"Action, Drama","Govardhan AsraniKhairatilal, BajrangiNatwar's Henchmen sent to kill Vijay, Arun BaliJustice Chowdhary"
Stumped,tt0357208,2003,2.6,"Comedy, Drama, Sport","Raveena TandonReena R. Seth, Alyy KhanMajor Raghav Seth(as Aly Khan), Salman KhanSelf"
Dil Hi to Hai,tt0056998,1963,7.2,"Comedy, Drama, Romance","Raj KapoorYusuf…, NutanJamila Banu, AghaBashir"
Ek Chadar Maili Si,tt0377845,1986,7.1,Drama,"Hema MaliniRanno, Rishi KapoorMangal, Poonam DhillonRaaji"
Kab? Kyoon? Aur Kahan?,tt0271023,1970,6.8,"Action, Mystery, Romance","DharmendraAnand, Babita KapoorAsha Prasad(as Babita), Pran SikandDaljit Prasad(as Pran)"
Bhram: An Illusion,tt1214948,2008,4.1,"Drama, Mystery, Romance","Dino MoreaShantanu Rawal, Milind SomanDevendra 'Inder' Rawal, Sheetal MenonAntara Y. Tyagi"
Parakh,tt0055276,1960,7.4,"Comedy, Drama, Romance","MotilalSir J.C. Roy…, Vasant ChoudhuryPro. Rajat Sen(as Vasant Chowdhury), Sadhana ShivdasaniSeema"
I Am a Tulsi Plant in Your Courtyard,tt0151466,1978,6.6,"Drama, Family","NutanSanjukta, Asha ParekhTulsi R. Chouhan, Vijay AnandThakur Rajnath Singh Chouhan"
27 Down,tt0071083,1974,7.2,Drama,"Sudhir DalviSanjay's friend, Rakhee GulzarShalini, Madhavi ManjulaAka"
Gopichand Jasoos,tt0262446,1982,5.4,"Comedy, Thriller","Raj KapoorGopichand Jasoos, Zeenat AmanBela…, I.S. JoharRam Rokada…"
Antarnaad,tt0155499,1991,7.8,Drama,"Shabana AzmiRagini, Girish Karnad, Kulbhushan KharbandaAdvocate Arvind"
Bhrashtachar,tt0096922,1989,4.8,"Action, Crime, Drama","RekhaBhavani K. Dutt, Mithun ChakrabortyInspector Ashutosh Das, Anupam KherPurshottam"
2001: Do Hazaar Ek,tt0273045,1998,3.7,"Crime, Mystery, Thriller","Jackie ShroffInsp. Anil Sharma, Dimple KapadiaMrs. Roshni Anil Sharma, TabuBillu"
Deer Hunt,tt0074926,1977,6.8,Drama,"Mithun ChakrabortyGhinua, Mamata ShankarDungri, Robert WrightBritish Administrator"
Lal Patthar,tt0237395,1971,6,Drama,"Raaj KumarKumar Bahadur Gyan Shankar Rai, Hema MaliniSaudamani…, Rakhee GulzarSumita(as Raakhee)"
Hava Aney Dey,tt0440463,2004,6.3,Drama,"Aniket VishwasraoArjun, Nishikant KamatChabia, Tannishtha ChatterjeeMona…"
Kaajal,tt0139398,1965,6.6,"Drama, Musical, Romance","Meena KumariMadhavi, DharmendraRajesh, PadminiBhanu"
