Title,IMDB id,Year,Rating,Genre,Top_cast
Nautanki Saala!,tt2341766,2013,5.8,"Comedy, Drama, Romance","Ayushmann KhurranaRP aka Ram Parmar, Kunaal Roy KapurMandar Lele, Pooja SalviNandini Patel"
36 China Town,tt0477252,2006,5.7,"Comedy, Mystery, Thriller","Akshaye KhannaChief Police Inspector Karan, Shahid KapoorRaj Malhotra, Kareena KapoorPriya"
Baazaar,tt6514196,2018,6.5,"Crime, Drama, Thriller","Radhika AptePriya Rai, Saif Ali KhanShakun Kothari, Chitrangda SinghMandira Kothari"
Apaharan,tt0451631,2005,7.4,"Action, Crime, Drama","Ajay DevgnAjay Shastri, Nana PatekarTabrez Alam, Bipasha BasuMegha Basu"
Ta Ra Rum Pum,tt0833553,2007,5.7,"Comedy, Drama, Family","Saif Ali KhanRajveer 'RV' Singh, Rani MukerjiRadhika Shekar Rai Banerjee (Shona), Jaaved JaaferiHariprasad Dhirubhai 'Harry' Patel(as Javed Jaffrey)"
Tere Naal Love Ho Gaya,tt2130242,2012,5.9,"Comedy, Drama, Romance","Riteish DeshmukhViren(as Ritesh Deshmukh), Genelia DeshmukhMini(as Genelia D'Souza), Om PuriChaudhari"
Mela,tt0232079,2000,3.7,"Action, Adventure, Comedy","Aamir KhanKishan Pyare, Twinkle KhannaRoopa Singh, Faisal KhanShankar Shane"
Sarbjit,tt5120640,2016,7.3,"Biography, Drama","Randeep HoodaSarabjit Singh, Aishwarya Rai BachchanDalbir Kaur, Richa ChadhaSukhpreet Kaur"
Har Dil Jo Pyar Karega...,tt0250415,2000,5.1,"Comedy, Drama, Musical","Salman KhanRaj (Raju)…, Preity G ZintaJahnvi Goverdhan(as Priety Zinta), Rani MukerjiPooja Oberoi"
Heroine,tt1949548,2012,5,Drama,"Kareena KapoorMahi Arora, Arjun RampalAryan Khanna, Randeep HoodaAngad Paul"
Pyaar Kiya to Darna Kya,tt0173080,1998,6.6,"Action, Comedy, Drama","Salman KhanSuraj Khanna, KajolMuskaan Thakur, Arbaaz KhanVishal Thakur"
Laal Rang,tt5600714,2016,7.8,"Comedy, Crime, Drama","Randeep HoodaShankar Singh Malik, Akshay OberoiRajesh Dhiman, Rajneesh DuggalGajraj Singh"
Yamla Pagla Deewana,tt1773109,2011,5.7,"Action, Comedy, Drama","Nafisa AliMrs. Dhillon, Yugesh AnilGurmeet's Friend, Madhuri BhattacharyaItem Girl"
Break Ke Baad,tt1578261,2010,5.2,"Comedy, Drama, Romance","Imran KhanAbhay Gulati…, Deepika PadukoneAaliya Khan…, Namit ShahYoung Abhay"
Saheb Biwi Aur Gangster 3,tt7695014,2018,4.4,"Action, Crime, Drama","Sanjay DuttUday Pratap Singh, Jimmy ShergillAditya Pratap Singh, Mahie GillMadhvi Devi"
Humko Deewana Kar Gaye,tt0444840,2006,5.2,"Drama, Romance","Akshay KumarAditya Malhotra, Katrina KaifJia A. Yashvardhan, Bipasha BasuSonia Berry"
Mujhse Fraaandship Karoge,tt2057441,2011,6.9,"Comedy, Drama, Romance","Saqib SaleemVishal Bhatt, Saba AzadPreity Sen(as Saba Azaad), Nishant DahiyaRahul Sareen"
Yuvvraaj,tt1105747,2008,4.1,"Comedy, Drama, Musical","Salman KhanDeven Y. Yuvvraaj Singh, Anil KapoorGyanesh Yuvvraaj, Zayed KhanDanny Y. Yuvvraaj Singh"
Titli,tt3019620,2014,7.5,"Action, Crime, Drama","Shashank AroraTitli, Ranvir ShoreyVikram, Shivani RaghuvanshiNeelu"
Aurangzeb,tt2804026,2013,6.4,"Action, Drama, Thriller","Arjun KapoorAjay…, Zahrah S KhanRitu(as Sasha Aagha), Prithviraj SukumaranACP Arya Phogat"
Teri Meri Kahaani,tt2354407,2012,4.9,"Comedy, Drama, Romance","Shahid KapoorGovind…, Priyanka Chopra JonasRuksar(as Priyanka Chopra)…, Prachi DesaiMahi"
Raja Natwarlal,tt3483712,2014,6.2,"Crime, Thriller","Emraan HashmiRaja, Humaima MalikZiya, Paresh RawalYogi"
Dum Maaro Dum,tt1618430,2011,6.2,"Action, Crime, Drama","Abhishek BachchanACP Vishnu Kamath, Deepika PadukoneDancer in the song 'Dum Maaro Dum', Bipasha BasuZoe Mendonza"
Ishq Vishk,tt0362771,2003,6.1,"Comedy, Romance","Shahid KapoorRajiv Mathur(as Shahid), Amrita RaoPayal(as Amrita), Shenaz TreasuryAlisha Sahay(as Shenaz)"
Kill Dil,tt3380264,2014,4.5,"Action, Comedy, Drama","Ranveer SinghDev, Ali ZafarTutu, Parineeti ChopraDisha"
Raincoat,tt0405266,2004,7.7,"Drama, Romance","Ajay DevgnManoj 'Mannu', Aishwarya Rai BachchanNeerja 'Neeru'(as Aishwarya Rai), Annu KapoorLandlord"
Ek Thi Daayan,tt2406676,2013,5.7,"Horror, Romance, Thriller","Emraan HashmiBobo, Konkona Sen SharmaDiana, Kalki KoechlinLisa Dutt"
Dil Hai Ki Manta Nahin,tt0101733,1991,7.2,"Adventure, Comedy, Drama","Aamir KhanRaghu Jetley, Pooja BhattPooja Dharamchand, Anupam KherSeth Dharamchand"
Players,tt14833464,2024,5.6,"Comedy, Romance","Gina RodriguezMack, Damon Wayans Jr.Adam, Tom EllisNick"
Shaadi Ke Side Effects,tt3302962,2014,5.6,"Comedy, Romance","Farhan AkhtarSid, Vidya BalanTrisha, Vir DasManav"
Ghayal,tt0099652,1990,7.7,"Action, Crime, Drama","Sunny DeolAjay Mehra, Amrish PuriBalwant Rai, Meenakshi SheshadriVarsha Bharti(as Meenakshi Seshadri)"
Fiza,tt0248012,2000,6,"Crime, Drama, Romance","Karisma KapoorFiza Ikramullah, Hrithik RoshanAmaan Ikramullah, Jaya BachchanNishatbi Ikramullah"
Saheb Biwi Aur Gangster Returns,tt2362778,2013,6.7,"Action, Crime, Drama","Jimmy ShergillAditya Pratap Singh, Mahie GillMadhavi Devi, Irrfan KhanIndarjeet Singh"
Aiyaary,tt6774212,2018,5.3,"Action, Crime, Drama","Sidharth MalhotraMajor Jai Bakshi, Manoj BajpayeeColonel Abhay Singh, Rakul Preet SinghHacker Sonia Gupta"
Dil Bole Hadippa!,tt1202540,2009,4.7,"Comedy, Drama, Romance","Shahid KapoorRohan Singh, Rani MukerjiVeera Kaur(as Rani Mukherjee)…, Anupam KherChoudhary Vikramjeet 'Vicky' Singh"
Bullett Raja,tt2551378,2013,4.9,"Action, Crime, Drama","Saif Ali KhanRaja Misra, Sonakshi SinhaMitali, Vidyut JammwalArun Singh 'Munna'(as Vidyut Jamwal)"
Kyaa Super Kool Hain Hum,tt2027138,2012,5,Comedy,"Riteish DeshmukhSid(as Ritesh Deshmukh), Tusshar KapoorAdi, Neha SharmaSimran"
Hello Brother,tt0233856,1999,4.7,"Action, Comedy, Fantasy","Salman KhanHero, Rani MukerjiRani, Arbaaz KhanInspector Vishal"
Bewakoofiyaan,tt3483646,2014,5.5,"Comedy, Drama, Romance","Ayushmann KhurranaMohit Chaddha, Sonam KapoorMayera Sehgal, Rishi KapoorV.K. Sehgal"
Ram Jaane,tt0114231,1995,5.4,"Action, Crime, Drama","Shah Rukh KhanRam Jaane, Juhi ChawlaBela, Vivek MushranMurli"
A Killer Paradox,tt28642796,2024– ,7.3,"Comedy, Crime, Thriller","Choi Woo-sikLee Tang8 eps • 20248 episodes • 2024, Son Suk-kuJang Nan-gam8 eps • 20248 episodes • 2024, Lee Hee-joonSong Chon8 eps • 20248 episodes • 2024"
Rangoon,tt4909752,2017,5.6,"Action, Drama, History","Kangana RanautJulia, Shahid KapoorNawab Malik, Saif Ali KhanRusi Billimoria"
Dil Toh Baccha Hai Ji,tt1727496,2011,5.9,"Comedy, Drama, Romance","Ajay DevgnNaren Ahuja, Emraan HashmiAbhay Suri, Omi VaidyaMilind Kelkar"
Zanjeer,tt2357489,2013,3.4,"Action, Crime, Drama","Ram CharanInspector Vijay Khanna(as Ram Charan Teja), Priyanka Chopra JonasMala(as Priyanka Chopra), Sanjay DuttSher Khan"
The Caine Mutiny Court-Martial,tt24249946,2023,6.8,"Drama, War","Kiefer SutherlandQueeg, Jason ClarkeGreenwald, Jake LacyMaryk"
OK Jaanu,tt5764024,2017,5.2,"Drama, Romance","Aditya Roy KapoorAditya, Shraddha KapoorTara, Naseeruddin ShahGopi Shrivastava"
God Tussi Great Ho,tt0476550,2008,3.7,"Comedy, Drama, Fantasy","Amitabh BachchanGod, Salman KhanArun Prajapati (A. P.), Priyanka Chopra JonasAlia Kapoor(as Priyanka Chopra)"
Kyon Ki...,tt0451787,2005,5.5,"Drama, Romance","Salman KhanAnand, Kareena KapoorDr. Tanvi Khurana, Rimi SenMaya"
Jattu Engineer,tt6642396,2017,6.2,Comedy,"Gaurav InsanVillager, Gaurav MahaurVillager, Muntazir Ahmad"
Judgementall Hai Kya,tt8108196,2019,6,"Comedy, Drama, Mystery","Kangana RanautBobby Batliwala Garewal, Rajkummar RaoKeshav…, Amyra DasturReema"
Meri Pyaari Bindu,tt5472374,2017,6,"Comedy, Drama, Romance","Ayushmann KhurranaAbhimanyu Roy, Parineeti ChopraBindu Shankarnarayanan, Amrita BagchiMaulshree"
Chhoti Si Baat,tt0072777,1976,8.3,"Comedy, Romance","Ashok KumarCol. Julius Nagendranath Wilfred Singh, Vidya SinhaPrabha Narayan, Amol PalekarArun Pradeep"
Gori Tere Pyaar Mein!,tt2275794,2013,4.9,"Comedy, Drama, Romance","Imran KhanSriram Venkat, Kareena KapoorDia Sharma(as Kareena Kapoor Khan), Sujata KumarSriram's mother"
Hate Story,tt2309987,2012,5.3,"Drama, Thriller","Nikhil DwivediVicky, Gulshan DevaiahSiddharth Dhanrajgir, Paoli DamKaavya Krishna"
Shor in the City,tt1916728,2010,7.2,"Crime, Drama","Tusshar KapoorTilak, Sendhil RamamurthyAbhay, Nikhil DwivediRamesh"
Bawarchi,tt0068257,1972,8.1,"Comedy, Musical, Drama","Rajesh KhannaRaghu (Bawarchi), Jaya BachchanKrishna Sharna(as Jaya Bhaduri), Usha KiranShobha Sharma"
B.A. Pass,tt2408040,2012,6.4,"Crime, Drama, Thriller","Shadab KamalMukesh, Shilpa ShuklaSarika, Rajesh SharmaMr. Khanna"
Ungli,tt2392447,2014,5.8,"Crime, Drama, Thriller","Sanjay DuttInspector Ashok Kale, Emraan HashmiNikhil, Kangana RanautMaya"
Masoom,tt21073700,2022– ,5.9,Mystery,"Boman Irani6 eps • 20226 episodes • 2022, Manjari Fadnnis6 eps • 20226 episodes • 2022, Upasana Singh6 eps • 20226 episodes • 2022"
I Am Kalam,tt1805263,2010,7.9,"Comedy, Drama, Family","Gulshan GroverBhati, Harsh MayarChhotu…, PitobashLaptan"
Awaara,tt0043306,1951,7.8,"Drama, Musical, Romance","Raj KapoorRaj Raghunath, NargisRita, Prithviraj KapoorJustice Raghunath(as Prithviraj)"
Phillauri,tt5502766,2017,6.1,"Comedy, Drama, Fantasy","Anushka SharmaShashi, Diljit DosanjhRoop Lal Phillauri, Suraj SharmaKanan"
A Flying Jatt,tt5235880,2016,3.1,"Action, Adventure, Comedy","Tiger ShroffAman Dhillon (Flying Jatt), Jacqueline FernandezKirti, Nathan JonesRaka"
Filmistaan,tt2417560,2012,7.3,Comedy,"Sharib HashmiSunny, InaamulhaqAftaab, Kumud MishraMehmood"
Haraamkhor,tt2361746,2015,6.3,"Drama, Romance","Nawazuddin SiddiquiShyam Tekchand, Shweta TripathiSandhya, Trimala AdhikariSunita"
Happy Ending,tt21087084,2023,5.4,"Comedy, Romance","Denise AznamLuna's boss, Claire BenderTirza, Kanea BloklandBike flirter"
Garv: Pride and Honour,tt0415003,2004,5.6,"Action, Crime, Drama","Salman KhanACP Arjun Ranavat, Shilpa Shetty KundraJannat(as Shilpa Shetty), Arbaaz KhanACP Haider Ali Khan"
Ramaiya Vastavaiya,tt2357926,2013,5.7,"Action, Drama, Romance","Shruti HaasanSona(as Shruti K. Haasan), Girish TauraniRam, Sonu SoodRaghuveer, Sona's elder brother"
Rainbow,tt0078136,1978,6.5,"Biography, Drama, Music","Andrea McArdleJudy Garland, Don MurrayFrank Gumm, Michael ParksRoger Edens"
Mubarakan,tt6272828,2017,5.6,"Comedy, Romance","Anil KapoorKartar Singh, Arjun KapoorCharanveer Singh…, Ileana D'CruzSweety"
Double Dhamaal,tt1728239,2011,3.9,"Comedy, Crime, Drama","Sanjay DuttKabir Nayak, Riteish DeshmukhDeshbandhu Roy…, Arshad WarsiAditya Shrivastav…"
Who's There?,tt0195002,1999,7.8,"Mystery, Thriller","Urmila MatondkarMa'am, Manoj BajpayeeSameer A. Purnavale(as Manoj Bajpai), Sushant SinghQureshi"
Margarita with a Straw,tt2929690,2014,7.2,Drama,"Kalki KoechlinLaila, RevathiShubhangini(as Revathy)…, Sayani GuptaKhanum"
Yaadein...,tt0248617,2001,4.2,"Musical, Drama, Romance","Hrithik RoshanRonit Malhotra, Jackie ShroffRaj Singh Puri, Kareena KapoorIsha Singh Puri"
Jazbaa,tt4323504,2015,5.7,"Action, Crime, Drama","Aishwarya Rai BachchanAnuradha Verma, Irrfan KhanYohaan, Shabana AzmiGarima Chaudhary"
Bhoot Police,tt10083640,2021,6.9,"Comedy, Horror","Saif Ali KhanVibhooti 'Vibhu' Vaidya, Arjun KapoorChiraunji 'Chiku' Vaidya, Jacqueline FernandezKanika 'Kanu' Kulbhushan"
Zinda,tt0488906,2006,4.9,"Action, Drama, Mystery","Sanjay DuttBalajit 'Bala' Roy, John AbrahamRohit Chopra, Lara DuttaJenny Singh Sarji"
Aakrosh,tt1708453,2010,7,"Action, Crime, Drama","Ajay DevgnPratap Kumar, Akshaye KhannaSiddhant Chaturvedi, Bipasha BasuGeeta"
Eklavya,tt0459605,2007,6,"Action, Drama, Mystery","Amitabh BachchanEklavya, Saif Ali KhanPrince Harshwardhan, Sanjay DuttDSP Pannalal Chohaar"
1942: A Love Story,tt0109010,1994,7.2,"Action, Drama, History","Anil KapoorNarendra Singh, Jackie ShroffShubhankar, Manisha KoiralaRajeshwari Pathak"
Raaz: The Mystery Continues,tt1340838,2009,5.7,"Horror, Mystery, Romance","Kangana RanautNandita Chopra, Adhyayan SumanYash Dayal, Emraan HashmiPrithvi Singh"
Pushpaka Vimana,tt0251355,1987,8.6,"Comedy, Drama","Kamal HaasanUnemployed graduate, Amala AkkineniMagician's daughter(as Amala), Tinnu AnandKiller"
Mere Humsafar,tt21245840,2021– ,8.4,"Drama, Romance","Shrikant S. Pawar36 eps • 202236 episodes • 2022, Aamir QureshiJalees34 eps • 202234 episodes • 2022, Hania AamirHala"
Kyaa Kool Hai Hum,tt0456500,2005,6.1,"Comedy, Mystery","Tusshar KapoorRahul, Riteish DeshmukhKaran Pandey(as Ritesh Deshmukh), Isha KoppikarUrmila Martodkar"
Action Jericho,tt0094612,1988,5.5,"Action, Comedy, Crime","Carl WeathersDet. Jericho Jackson, Craig T. NelsonPeter Dellaplane, VanitySydney Ash"
Manto,tt6923462,2018,7.3,"Biography, Drama","Nawazuddin SiddiquiSaadat Hasan Manto, Rasika DugalSafia, Tahir Raj BhasinShyam"
404 Error - IMDb,tt8396128,2016,6.026003,Drama,"Akshay KumarSidhu, Deepika PadukoneSakhi…, Chia-Hui LiuHojo(as Gordon Liu)"
Kabul Express,tt0770214,2006,6.8,"Adventure, Comedy, Drama","John AbrahamSuhel Khan, Arshad WarsiJai Kapoor, Salman ShahidImran 'Talib' Khan Afridi…"
Welcome to Sajjanpur,tt1221139,2008,6.9,"Comedy, Drama","Shreyas TalpadeMahadev, Amrita RaoKamala, Ravi KishanRamkumar"
Tum Bin 2,tt5717110,2016,4.8,"Drama, Romance","Neha SharmaTaran, Aditya SealShekar, Aashim GulatiAmar"
Chakravyuh,tt2292625,2012,6.8,"Action, Drama, Thriller","Manoj BajpayeeRajan(as Manoj Bajpai), Om PuriGovind Suryavanshi, Kabir BediPrashanth Mahanta"
Dus,tt0415768,2005,5.5,"Action, Crime, Drama","Sanjay DuttSiddanth Dheer, Suniel ShettyDanish 'Dan'(as Sunil Shetty), Abhishek BachchanShashank Dheer"
Jhoom Barabar Jhoom,tt0833476,2007,3.7,"Comedy, Drama, Musical","Abhishek BachchanRakesh 'Ricky' Thakral, Preity G ZintaAlvira Khan(as Preity Zinta), Bobby DeolSatvinder 'Steve' Singh"
Pyaar Ke Side Effects,tt0480572,2006,6.8,"Comedy, Drama, Romance","Rahul BoseSiddharth Bose, Mallika SherawatTrisha Mallick, Ranvir ShoreyNanoo(as Ranvir Sheorey)"
Ghatak,tt0116407,1996,7.5,"Action, Drama","Sunny DeolKashi Nath, Meenakshi SheshadriGauri(as Meenakshi Seshadri), Danny DenzongpaKatya"
Baabul,tt0419468,2006,5.4,"Drama, Family, Romance","Amitabh BachchanBalraj Kapoor, Salman KhanAvinash 'Avi' B. Kapoor, Hema MaliniShobhna B. Kapoor"
Pyaar Impossible!,tt1351224,2010,4.9,"Comedy, Romance","Priyanka Chopra JonasAlisha Merchant(as Priyanka Chopra), Anupam KherAbhay's father, Jugal HansrajShowroom Manager"
Chalo Dilli,tt1884268,2011,6.8,"Comedy, Drama","Vinay PathakManu Gupta, Lara DuttaMihika Mukherjee, Yana GuptaDancer…"
Shiva Baby,tt11317142,2020,7.1,"Comedy, Drama","Rachel SennottDanielle, Danny DeferrariMax, Fred MelamedJoel"
The Pigeon,tt0102636,1989,7.8,"Action, Crime, Drama","Jackie ShroffKishen, Anil KapoorKaran, Nana PatekarAnna"
Satte Pe Satta,tt0084630,1982,7.2,"Action, Comedy, Drama","Amitabh BachchanRavi Anand…, Hema MaliniIndu R. Anand, Ranjeeta KaurSeema Singh"
Shatranj Ke Khilari,tt0076696,1977,7.5,"Comedy, Drama, History","Sanjeev KumarMirza Sajjad Ali, Saeed JaffreyMir Roshan Ali, Shabana AzmiKhurshid, Mirza's wife"
Tevar,tt3398048,2015,4.2,"Action, Drama, Romance","Arjun KapoorPintoo Shukla, Sonakshi SinhaRadhika Mishra, Manoj BajpayeeGajendar Singh"
Jaani Dushman: Ek Anokhi Kahani,tt0326983,2002,2.7,"Action, Fantasy, Horror","Sunny DeolKaran Saxena, Arman KohliKapil, Manisha KoiralaVasundhara…"
Ekk Deewana Tha,tt2126282,2012,6.1,"Drama, Romance","Prateik Patil BabbarSachin(as Prateik), Amy JacksonJessie Thekekuttu, Sachin KhedekarMr. Kulkarni"
Darna Mana Hai,tt0349333,2003,6.3,Horror,"Saif Ali KhanAnil Manchandani, Boman IraniHotel owner, Nana PatekarJohn Rodrigues"
Humraaz,tt0326576,2002,6.4,"Romance, Thriller","Bobby DeolRaj Singhania, Akshaye KhannaKaran Malhotra, Ameesha PatelPriya(as Amisha Patel)"
Total Siyapaa,tt2727028,2014,5,"Comedy, Drama, Romance","Ali ZafarAman, Yami GautamAsha, Anupam KherAsha's Father"
Dulhan Hum Le Jayenge,tt0247992,2000,5.1,"Comedy, Drama, Romance","Salman KhanRaja Oberoi, Karisma KapoorSapna(as Karishma Kapoor), Om PuriBhola Nath"
Damini,tt0106655,1993,7.8,"Crime, Drama","Meenakshi SheshadriDamini Gupta, Rishi KapoorShekhar Gupta, Sunny DeolAdvocate Govind Srivastav"
Aaja Nachle,tt0986213,2007,6.2,"Drama, Family, Music","Madhuri DixitDia Srivastav, Darshan JariwalaGuru Makarand(as Darshan Zariwala), Raghubir YadavDoctor(as Raghuvir Yadav)"
Sadma,tt0086230,1983,8.3,"Drama, Romance","Kamal HaasanK. Somprakash 'Somu', SrideviNehalata Malhotra 'Reshmi', Gulshan GroverBalua"
Khal Nayak,tt0107311,1993,7.1,"Action, Adventure, Crime","Sanjay DuttBalaram Prasad 'Ballu', Madhuri DixitGanga (Gangotri Devi), Jackie ShroffInspector Ram Kumar Sinha"
Simran,tt6405126,2017,5.2,"Crime, Drama, Thriller","Kangana RanautPraful Patel, Sohum ShahSameer, Esha TewariSalma"
Zakhm,tt0211126,1998,7.9,Drama,"Ajay DevgnAjay, Pooja BhattMrs. Desai, Nagarjuna AkkineniRaman Desai"
Raabta,tt5542802,2017,4.7,"Action, Drama, Fantasy","Kriti SanonSaira…, Deepika PadukoneDancer, Rajkummar RaoMuwaqqit"
The Shaukeens,tt3848888,2014,4.8,Comedy,"Akshay KumarAkshay Kumar, Lisa HaydonAhana, Anupam KherLalivani"
Aan: Men at Work,tt0363409,2004,5.8,"Action, Crime, Drama","Akshay KumarDCP Hari Om Patnaik, Shatrughan SinhaSr. Inspector Vikram Singh, Suniel ShettySub. Insp. Appa Kadam Naik(as Sunil Shetty)"
Chal Mere Bhai,tt0245825,2000,4.7,"Comedy, Romance","Sanjay DuttVicky Oberoi, Salman KhanPrem Oberoi, Karisma KapoorSapna Mehra"
Dil Dosti Etc,tt1099196,2007,6.9,"Comedy, Crime, Drama","Imaaduddin ShahApurv(as Imaad Shah), Shreyas TalpadeSanjay Mishra, Smriti MishraVaishali"
Sanam Re,tt4262516,2016,3.2,"Drama, Romance","Rishi KapoorDadu, Pulkit SamratAkash, Yami GautamShruti"
Pyaar to Hona Hi Tha,tt0173081,1998,6.6,"Comedy, Drama, Romance","Ajay DevgnShekhar, KajolSanjana, Bijay AnandRahul Bajaj"
Nandor Fodor and the Talking Mongoose,tt19838620,2023,5.4,"Comedy, Mystery","Simon PeggNandor Fodor, Minnie DriverAnne, Christopher LloydDr. Harry Price"
Bbuddah... Hoga Terra Baap,tt1869296,2011,5.6,"Action, Comedy, Crime","Amitabh BachchanVijju 'Bbuddah', Hema MaliniSita Malhotra, Sonu SoodACP Karan Malhotra"
King Uncle,tt0107321,1993,5.2,"Comedy, Drama, Family","Jackie ShroffAshok Bansal, Shah Rukh KhanAnil Bansal, NagmaKavita"
Chance Pe Dance,tt1392744,2010,4.8,"Comedy, Drama, Music","Shahid KapoorSameer Behl, Genelia DeshmukhTina Sharma(as Genelia), Mohnish BehlRajeev Sharma"
Na Tum Jaano Na Hum,tt0248216,2002,4.9,"Comedy, Drama, Musical","Hrithik RoshanRahul Sharma, Saif Ali KhanAkshay Kapoor, Esha DeolEsha Malhora"
Haseena Maan Jaayegi,tt0267548,1999,6.3,"Action, Comedy, Romance","Sanjay DuttSonu, GovindaMonu, Karisma KapoorRitu Verma"
Katti Batti,tt4467262,2015,4.7,"Comedy, Drama, Romance","Imran KhanMadhav Kabra…, Kangana RanautPayal, Abhishek SahaVinay"
Dolly Ki Doli,tt4332114,2015,4.6,"Comedy, Romance","Malaika AroraDancer in Fashion Khatam song, Karan AsharGujarati guy in Title Track, Mohd. Zeeshan Ayyub"
Aladin,tt8641078,1993,2.9,"Animation, Family, Fantasy","Armin DrogatSultan…, Rainer Maria EhrhardtNarrator(as R.M. Ehrhardt), Georg FeilsGenie of the Lamp"
Dilwale,tt4535650,2015,5.1,"Action, Comedy, Drama","Shah Rukh KhanRaj…, KajolMeera Malik, Varun DhawanVeer"
404 Error - IMDb,tt19989280,2016,6.026003,Drama,"Akshay KumarSidhu, Deepika PadukoneSakhi…, Chia-Hui LiuHojo(as Gordon Liu)"
99 Moons,tt13149356,2022,5.1,Drama,"Valentina Di PaceBigna, Dominik FellmannFrank, Danny ExnarGeorg"
Ragini MMS 2,tt2609218,2014,3.9,Horror,"Sunny LeoneSunny, Saahil PremSatya(as Sahil Prem), Parvin DabasRocks"
Apne,tt0814014,2007,6.1,"Action, Drama, Sport","DharmendraBaldev Singh Choudhary, Sunny DeolAngad B. Singh Choudhary, Bobby DeolKaran B. Singh Choudhary"
Being Cyrus,tt0412308,2005,7.1,"Drama, Thriller","Naseeruddin ShahDinshaw Sethna, Dimple KapadiaKaty Sethna, Saif Ali KhanCyrus Mistry"
Main Aurr Mrs Khanna,tt1174041,2009,3.4,"Comedy, Drama, Romance","Salman KhanSamir Khanna, Kareena KapoorRaina Khanna, Sohail KhanAakash"
Raaz,tt0307873,2002,6.6,"Drama, Horror, Musical","Dino MoreaAditya Dhanraj, Bipasha BasuSanjana Dhanraj, Malini SharmaMalini (evil spirit)"
Mickey Virus,tt2796318,2013,6.1,"Comedy, Thriller","Maniesh PaulMickey Virus(as Manish Paul), Dean AlexandrouHacker, Elli AvrramKamayani George(as Elli Avram)"
Chaahat,tt0172234,1996,5.5,"Drama, Romance","Naseeruddin ShahAjay Narang, Shah Rukh KhanRoop Singh Rathod, Pooja BhattPooja"
Sulemani Keeda,tt2679480,2014,7,"Comedy, Romance","Naveen KasturiaDulal, Mayank TewariMainak, Aditi VasudevRuma"
What's Your Raashee?,tt1242530,2009,4.8,"Comedy, Drama, Romance","Harman BawejaYogesh B. Patel, Priyanka Chopra JonasAnjali(as Priyanka Chopra)…, Anjan SrivastavBharatbhai Patel"
Khamoshi: The Musical,tt0116763,1996,7.5,"Drama, Musical, Romance","Manisha KoiralaAnnie, Nana PatekarJoseph, Salman KhanRaj"
Phobia,tt0081334,1980,4.2,"Drama, Horror, Thriller","Paul Michael GlaserDr. Peter Ross, Susan HoganJenny St. Clair, John ColicosInspector Barnes"
Haasil,tt0362696,2003,7.6,"Crime, Drama, Romance","Jimmy ShergillAniruddha 'Ani' Sharma, Hrishitaa BhattNiharika Singh, Irrfan KhanRanvijay Singh(as Irrfan)"
Kho Gaye Hum Kahan,tt15434074,2023,7.5,"Comedy, Drama, Romance","Ananya PandayAhana Singh, Siddhant ChaturvediImaad Ali, Adarsh GouravNeil Pereira"
Munna Michael,tt6117702,2017,3.4,"Action, Drama, Music","Tiger ShroffMunna Michael, Nidhhi AgerwalDolly Sharma, Nawazuddin SiddiquiMahender"
Sharaabi,tt0088099,1984,7.3,"Comedy, Drama, Romance","Amitabh BachchanVicky Kapoor, Jaya PradaMeena(as Jayapradha), Ranjeet BediNatwar(as Ranjeet)"
Photograph,tt7778680,2019,6.8,"Drama, Romance","Nawazuddin SiddiquiRafi, Sanya MalhotraMiloni, Sachin KhedekarKanti Bhai"
Tumko Na Bhool Paayenge,tt0310254,2002,5.7,"Action, Romance, Thriller","Pankaj DheerShivpratap Singh, Arbaaz KhanVeer Singh Thakur, Salman KhanVeer Singh Thakur…"
Abhimaan,tt0069671,1973,7.8,"Drama, Musical","Amitabh BachchanSubir Kumar (Beeru), Jaya BachchanUma Kumar(as Jaya Bhaduri), Govardhan AsraniChandru Kriplani"
Lamhe,tt0102258,1991,7.2,"Drama, Musical, Romance","Anil KapoorVirendra Pratap Singh, SrideviPallavi and Pooja Bhatnagar, Anupam KherPrem Anand"
The Little Rascals,tt0110366,1994,6.3,"Comedy, Family, Romance","Travis TedfordSpanky, Bug HallAlfalfa, Brittany Ashton HolmesDarla"
Pinjar: Beyond Boundaries...,tt0347779,2003,7.9,Drama,"Urmila MatondkarPuro…, Manoj BajpayeeRashid(as Manoj Bajpai), Sanjay SuriRamchand"
Freaky Ali,tt5943306,2016,5,"Comedy, Sport","Nawazuddin SiddiquiFreaky Ali, Arbaaz KhanMaqsood, Amy JacksonMegha"
Sooryavansham,tt0214178,1999,6.3,"Action, Drama","Amitabh BachchanBhanupratap Singh…, SoundaryaRadha Heera Singh, JayasudhaSharda(as Jaya Kapoor)"
Shool,tt0220757,1999,7.7,"Action, Crime, Drama","Manoj BajpayeeInspector Samar Pratap Singh(as Manoj Bajpai), Raveena TandonManjari Singh, Sayaji ShindeBacchu 'Bhaiyyaji' Yadav"
Lajja,tt0293342,2001,6.6,"Action, Crime, Drama","Manisha KoiralaVaidehi, Jackie ShroffRaghu, Madhuri DixitJanki"
Inkaar,tt10094404,2019– ,8.8,Drama,"Rizwan RiazIbrar Hussain Journalist3 eps • 20193 episodes • 2019, Rehan SheikhHafiz Ilyas1 ep • 20191 episode • 2019, Imran AshrafRehan"
Sunday Bloody Sunday,tt0067805,1971,7,Drama,"Peter FinchDaniel Hirsh, Glenda JacksonAlex Greville, Murray HeadBob Elkin"
